Trigger Time: 999.6875 ms
time,x,y,z
2719.0625,30,4,-54
2719.375,30,0,-34
2719.6875,26,6,-38
2720,34,2,-28
2720.3125,20,6,-36
2720.625,28,-4,-28
2720.9375,42,0,-20
2721.25,28,6,-46
2721.5625,44,-6,-34
2721.875,26,4,-20
2722.1875,20,0,-30
2722.5,30,-6,-38
2722.8125,28,-8,-30
2723.125,34,0,-30
2723.4375,30,0,-36
2723.75,38,0,-32
2724.0625,26,-10,-50
2724.375,32,8,-28
2724.6875,28,6,-16
2725,30,0,-42
2725.3125,14,0,-54
2725.625,36,6,-32
2725.9375,26,6,-30
2726.25,36,0,-28
2726.5625,24,-4,-28
2726.875,32,-10,-28
2727.1875,26,2,-28
2727.5,14,8,-34
2727.8125,28,-4,-36
2728.125,58,-12,-28
2728.4375,22,6,-30
2728.75,52,-6,-52
2729.0625,26,0,-26
2729.375,26,-4,-32
2729.6875,32,0,-14
2730,30,0,-28
2730.3125,22,0,-26
2730.625,34,0,-18
2730.9375,24,10,-28
2731.25,30,-2,-28
2731.5625,38,-28,-32
2731.875,26,0,-34
2732.1875,28,0,18
2732.5,32,0,-20
2732.8125,30,0,-6
2733.125,26,4,-34
2733.4375,26,-4,-26
2733.75,24,10,-36
2734.0625,30,4,-16
2734.375,36,-4,-18
2734.6875,28,2,-50
2735,14,16,-30
2735.3125,28,0,-46
2735.625,14,-4,-16
2735.9375,32,-4,-32
2736.25,30,-4,-32
2736.5625,24,4,-44
2736.875,40,-8,-26
2737.1875,22,14,-40
2737.5,36,-4,-28
2737.8125,48,-4,0
2738.125,30,0,-38
2738.4375,30,-8,-30
2738.75,26,4,-36
2739.0625,12,0,-14
2739.375,26,0,-24
2739.6875,26,0,-34
2740,34,0,-26
2740.3125,22,2,-34
2740.625,34,-12,-20
2740.9375,32,0,-28
2741.25,26,-6,-34
2741.5625,30,0,-14
2741.875,34,-18,-14
2742.1875,30,-10,-30
2742.5,40,0,-4
2742.8125,24,-2,-34
2743.125,22,0,-24
2743.4375,34,-2,-20
2743.75,40,-10,-22
2744.0625,28,0,-42
2744.375,44,-12,-38
2744.6875,24,0,-34
2745,12,22,-28
2745.3125,24,-10,-32
2745.625,44,0,-32
2745.9375,32,4,-30
2746.25,14,0,-26
2746.5625,24,-4,-26
2746.875,18,-8,-30
2747.1875,24,2,-20
2747.5,12,14,-40
2747.8125,36,-4,-30
2748.125,50,8,-36
2748.4375,28,-6,-28
2748.75,30,0,-4
2749.0625,26,-6,-18
2749.375,30,0,-24
2749.6875,30,2,-24
2750,26,0,-38
2750.3125,36,2,-10
2750.625,28,-6,-34
2750.9375,30,16,6
2751.25,40,14,-32
2751.5625,24,-10,0
2751.875,46,2,-26
2752.1875,32,0,-34
2752.5,18,0,-30
2752.8125,28,-2,-34
2753.125,16,0,-20
2753.4375,28,-8,-42
2753.75,18,0,-26
2754.0625,6,14,-38
2754.375,24,6,-32
2754.6875,16,0,-12
2755,32,0,-24
2755.3125,30,14,-36
2755.625,22,2,-36
2755.9375,30,0,-30
2756.25,14,6,-26
2756.5625,28,-4,-16
2756.875,48,0,-42
2757.1875,28,0,-18
2757.5,24,18,-26
2757.8125,20,8,-24
2758.125,30,-4,-24
2758.4375,28,0,-38
2758.75,24,-6,-24
2759.0625,22,2,-28
2759.375,42,-4,-30
2759.6875,24,0,-36
2760,22,2,-44
2760.3125,28,0,-18
2760.625,36,0,0
2760.9375,28,0,-26
2761.25,16,16,-14
2761.5625,26,-6,-32
2761.875,26,0,-40
2762.1875,24,-2,-30
2762.5,24,0,-30
2762.8125,32,-8,-30
2763.125,6,6,-26
2763.4375,32,2,-8
2763.75,16,4,-32
2764.0625,52,-8,-12
2764.375,28,-6,-8
2764.6875,26,0,-26
2765,22,0,0
2765.3125,28,-6,-18
2765.625,26,4,-34
2765.9375,30,-14,-26
2766.25,28,0,-20
2766.5625,34,-32,-26
2766.875,30,0,-26
2767.1875,22,-6,-16
2767.5,30,-4,-20
2767.8125,30,0,-60
2768.125,28,-4,-28
2768.4375,30,-8,-28
2768.75,20,4,-26
2769.0625,30,0,-18
2769.375,40,0,-24
2769.6875,22,2,-30
2770,42,0,-4
2770.3125,22,8,-14
2770.625,30,0,-28
2770.9375,42,-6,-48
2771.25,26,-6,-26
2771.5625,12,0,-32
2771.875,24,0,-34
2772.1875,26,2,-38
2772.5,24,0,-34
2772.8125,44,0,-16
2773.125,22,6,-20
2773.4375,14,16,-28
2773.75,32,-8,-20
2774.0625,26,0,-6
2774.375,40,0,-24
2774.6875,24,2,-42
2775,32,-10,-28
2775.3125,34,-8,-34
2775.625,26,-14,-32
2775.9375,28,0,-34
2776.25,54,-10,-16
2776.5625,24,6,-36
2776.875,28,-14,-32
2777.1875,24,-10,-34
2777.5,28,0,-14
2777.8125,30,-12,-26
2778.125,28,0,-8
2778.4375,28,0,-28
2778.75,22,0,-30
2779.0625,30,-4,-24
2779.375,32,4,-20
2779.6875,36,-14,-16
2780,26,18,-8
2780.3125,36,-6,-28
2780.625,30,0,-50
2780.9375,18,-10,-10
2781.25,32,0,-24
2781.5625,34,0,-24
2781.875,26,2,-36
2782.1875,36,0,-30
2782.5,34,-8,-34
2782.8125,16,0,-34
2783.125,16,6,-32
2783.4375,36,-6,-24
2783.75,52,-6,-8
2784.0625,28,0,-30
2784.375,28,0,-38
2784.6875,32,-4,-22
2785,28,2,-24
2785.3125,22,0,-32
2785.625,34,-10,-30
2785.9375,26,-10,-36
2786.25,44,0,-34
2786.5625,44,0,-12
2786.875,28,4,-14
2787.1875,24,-10,-26
2787.5,30,-4,-34
2787.8125,12,14,-32
2788.125,42,-30,-30
2788.4375,30,2,-28
2788.75,56,-8,-34
2789.0625,22,14,-24
2789.375,46,-6,-42
2789.6875,20,2,-16
2790,26,-6,-26
2790.3125,30,2,-38
2790.625,22,-6,-38
2790.9375,34,-4,-34
2791.25,22,-4,-32
2791.5625,36,2,-22
2791.875,20,0,-32
2792.1875,38,-22,-14
2792.5,30,0,-26
2792.8125,22,0,-10
2793.125,36,0,-18
2793.4375,32,-6,-30
2793.75,36,0,-36
2794.0625,26,0,-32
2794.375,26,-8,-30
2794.6875,26,0,-28
2795,18,-20,-42
2795.3125,24,6,-38
2795.625,28,24,-12
2795.9375,38,0,-30
2796.25,32,12,-60
2796.5625,30,0,-28
2796.875,18,-4,-26
2797.1875,14,8,-40
2797.5,30,-4,-36
2797.8125,18,0,-22
2798.125,22,4,-54
2798.4375,24,0,-30
2798.75,24,-14,-40
2799.0625,32,-6,-30
2799.375,54,-12,-18
2799.6875,28,-4,-32
2800,26,-4,-18
2800.3125,26,0,-36
2800.625,26,0,-32
2800.9375,28,-10,-30
2801.25,28,0,-22
2801.5625,28,14,-30
2801.875,34,4,0
2802.1875,32,0,-4
2802.5,42,0,-50
2802.8125,28,-6,8
2803.125,36,2,-36
2803.4375,28,0,-48
2803.75,32,-10,-26
2804.0625,24,6,-38
2804.375,30,-14,-34
2804.6875,30,0,-26
2805,18,14,-58
2805.3125,36,0,-14
2805.625,30,0,-10
2805.9375,40,-16,-10
2806.25,30,10,-32
2806.5625,34,2,-28
2806.875,32,-8,-26
2807.1875,18,2,-24
2807.5,26,0,-38
2807.8125,20,10,-42
2808.125,24,4,-32
2808.4375,14,10,-20
2808.75,32,0,-40
2809.0625,34,-14,-30
2809.375,30,0,-30
2809.6875,38,0,-40
2810,26,-4,-26
2810.3125,24,4,-36
2810.625,32,8,-26
2810.9375,50,-8,-28
2811.25,14,12,-30
2811.5625,30,0,-24
2811.875,22,-12,-44
2812.1875,30,8,-34
2812.5,32,-12,6
2812.8125,46,2,-28
2813.125,24,0,-6
2813.4375,30,0,-20
2813.75,32,0,-30
2814.0625,34,2,-20
2814.375,30,0,-42
2814.6875,22,12,-18
2815,38,2,6
2815.3125,52,-10,-44
2815.625,30,8,-66
2815.9375,28,-8,-20
2816.25,26,0,-42
2816.5625,30,-8,-24
2816.875,28,-8,-38
2817.1875,40,-2,-22
2817.5,24,4,-32
2817.8125,52,-8,-20
2818.125,22,0,-36
2818.4375,28,0,-40
2818.75,28,4,-28
2819.0625,24,0,-32
2819.375,24,0,-32
2819.6875,28,0,-26
2820,26,4,-36
2820.3125,18,2,-26
2820.625,34,0,-30
2820.9375,28,0,-24
2821.25,12,-12,-38
2821.5625,28,0,-30
2821.875,40,0,0
2822.1875,26,0,-26
2822.5,24,4,-28
2822.8125,24,0,-32
2823.125,32,0,-30
2823.4375,24,0,-28
2823.75,24,6,-38
2824.0625,22,-18,-38
2824.375,14,4,-48
2824.6875,32,0,-62
2825,14,8,-20
2825.3125,28,2,-42
2825.625,14,-4,-32
2825.9375,32,0,-30
2826.25,30,0,-28
2826.5625,22,8,-40
2826.875,36,-12,-24
2827.1875,30,-4,-34
2827.5,22,0,-28
2827.8125,42,-10,-34
2828.125,34,0,-32
2828.4375,50,8,-50
2828.75,28,0,-26
2829.0625,28,14,-24
2829.375,22,2,-32
2829.6875,24,0,-32
2830,34,-10,-26
2830.3125,38,-8,-12
2830.625,40,2,-12
2830.9375,30,0,-16
2831.25,22,30,-30
2831.5625,24,0,-30
2831.875,20,0,-40
2832.1875,20,0,-30
2832.5,26,0,-20
2832.8125,30,0,-32
2833.125,22,0,-26
2833.4375,24,0,-28
2833.75,18,2,-48
2834.0625,26,12,-26
2834.375,22,4,-68
2834.6875,28,0,-54
2835,12,18,-32
2835.3125,28,0,-26
2835.625,26,14,-36
2835.9375,24,2,-32
2836.25,26,-8,-20
2836.5625,22,0,-28
2836.875,20,-8,-34
2837.1875,50,-12,-14
2837.5,26,8,-34
2837.8125,28,-16,-10
2838.125,38,0,-30
2838.4375,22,0,-62
2838.75,26,-16,-34
2839.0625,32,-2,-24
2839.375,30,-4,-34
2839.6875,20,0,-26
2840,32,-4,-12
2840.3125,38,-12,-26
2840.625,24,0,-8
2840.9375,40,4,-16
2841.25,24,6,-34
2841.5625,30,0,-54
2841.875,24,-4,-28
2842.1875,28,-6,-28
2842.5,26,-8,-24
2842.8125,28,0,-20
2843.125,44,-2,-18
2843.4375,28,2,-20
2843.75,16,12,-54
2844.0625,30,-8,-52
2844.375,24,0,-30
2844.6875,12,18,-8
2845,24,0,-24
2845.3125,24,0,-30
2845.625,32,-10,-20
2845.9375,38,0,-24
2846.25,26,0,-28
2846.5625,14,2,-34
2846.875,38,-6,-22
2847.1875,62,-10,-24
2847.5,18,-8,-26
2847.8125,22,8,-12
2848.125,28,-4,-26
2848.4375,18,0,-8
2848.75,24,0,-30
2849.0625,30,0,-20
2849.375,26,-2,-34
2849.6875,38,-14,-38
2850,22,0,-32
2850.3125,38,6,-24
2850.625,32,0,-26
2850.9375,38,-4,-34
2851.25,28,-8,-30
2851.5625,30,-4,-44
2851.875,32,0,-32
2852.1875,32,-6,-32
2852.5,26,-10,-24
2852.8125,32,-6,-14
2853.125,28,6,-20
2853.4375,24,-10,-36
2853.75,26,4,-26
2854.0625,20,12,-34
2854.375,26,4,-28
2854.6875,26,0,-34
2855,20,0,-26
2855.3125,24,2,-34
2855.625,22,0,-32
2855.9375,32,0,-18
2856.25,42,-8,-28
2856.5625,30,-4,-16
2856.875,12,0,-34
2857.1875,38,6,-20
2857.5,24,0,-8
2857.8125,38,0,-26
2858.125,32,-22,-40
2858.4375,24,-4,-26
2858.75,24,-6,-28
2859.0625,30,0,-32
2859.375,42,-6,-24
2859.6875,26,-6,-30
2860,12,0,-36
2860.3125,24,-8,-30
2860.625,30,2,-22
2860.9375,28,0,-30
2861.25,24,14,-34
2861.5625,20,0,-26
2861.875,30,2,-28
2862.1875,26,0,-26
2862.5,24,0,-16
2862.8125,26,-8,-24
2863.125,20,0,-32
2863.4375,40,-10,-40
2863.75,28,6,-30
2864.0625,26,-10,8
2864.375,48,2,-26
2864.6875,30,0,-30
2865,20,0,-32
2865.3125,30,0,-26
2865.625,30,0,-36
2865.9375,40,-12,-24
2866.25,30,-6,-32
2866.5625,24,-18,-38
2866.875,26,8,-34
2867.1875,26,2,-62
2867.5,24,0,-30
2867.8125,28,-6,-32
2868.125,28,0,-22
2868.4375,30,-2,-26
2868.75,16,10,-22
2869.0625,24,-10,-18
2869.375,30,-10,-24
2869.6875,22,-10,-36
2870,28,0,-32
2870.3125,12,24,-40
2870.625,26,0,-28
2870.9375,26,0,-20
2871.25,26,0,-32
2871.5625,28,0,-32
2871.875,40,0,-28
2872.1875,26,6,-34
2872.5,14,14,-48
2872.8125,28,0,-46
2873.125,32,-10,18
2873.4375,52,-6,-30
2873.75,30,0,-36
2874.0625,26,0,-12
2874.375,28,-2,-26
2874.6875,24,6,-26
2875,36,4,-26
2875.3125,32,0,-36
2875.625,22,6,-46
2875.9375,30,0,-24
2876.25,14,26,-28
2876.5625,28,6,-28
2876.875,10,18,-20
2877.1875,28,0,-24
2877.5,46,0,-24
2877.8125,30,-2,-20
2878.125,28,-10,-26
2878.4375,28,-4,-20
2878.75,26,10,-34
2879.0625,30,0,-32
2879.375,42,0,-8
2879.6875,28,4,-26
2880,24,16,-44
2880.3125,28,-8,-30
2880.625,18,0,-16
2880.9375,24,0,-42
2881.25,22,0,-28
2881.5625,32,-6,-30
2881.875,38,-6,-28
2882.1875,30,-4,-30
2882.5,42,-10,0
2882.8125,28,2,-32
2883.125,16,-14,-22
2883.4375,30,-4,-36
2883.75,24,-4,-24
2884.0625,24,0,-34
2884.375,42,0,-18
2884.6875,30,0,-24
2885,34,-12,-26
2885.3125,20,0,-46
2885.625,4,14,-26
2885.9375,28,0,-32
2886.25,14,-8,-30
2886.5625,30,14,-24
2886.875,24,4,-26
2887.1875,28,2,-30
2887.5,26,0,-34
2887.8125,34,0,-22
2888.125,22,10,-40
2888.4375,34,0,-24
2888.75,8,20,-36
2889.0625,24,4,-18
2889.375,54,-10,-50
2889.6875,28,-6,-28
2890,24,0,0
2890.3125,22,2,-26
2890.625,22,0,-30
2890.9375,26,4,-18
2891.25,6,8,-32
2891.5625,26,0,-44
2891.875,12,-6,-40
2892.1875,20,0,2
2892.5,30,2,-30
2892.8125,20,2,-12
2893.125,24,-10,-22
2893.4375,22,6,-36
2893.75,18,4,-40
2894.0625,14,6,-26
2894.375,30,0,-30
2894.6875,28,-10,-20
2895,34,-8,-32
2895.3125,24,0,-6
2895.625,38,-10,-22
2895.9375,24,0,-24
2896.25,30,0,-20
2896.5625,30,-4,-24
2896.875,26,-8,-26
2897.1875,28,-6,-32
2897.5,24,-10,-28
2897.8125,34,0,-14
2898.125,58,-14,-18
2898.4375,34,0,-22
2898.75,24,0,-8
2899.0625,36,0,-26
2899.375,30,-4,-30
2899.6875,26,4,-22
2900,36,0,-26
2900.3125,32,-8,-22
2900.625,34,-18,-28
2900.9375,32,0,-22
2901.25,32,-14,-30
2901.5625,28,2,20
2901.875,46,2,-34
2902.1875,30,-6,-32
2902.5,26,0,-40
2902.8125,20,-6,-24
2903.125,32,2,-26
2903.4375,30,2,-22
2903.75,28,0,-34
2904.0625,24,8,-42
2904.375,28,-4,-32
2904.6875,50,-8,-28
2905,22,18,-18
2905.3125,24,0,-36
2905.625,24,-4,-24
2905.9375,30,-4,-42
2906.25,32,-4,-24
2906.5625,22,0,-28
2906.875,12,6,-28
2907.1875,42,-4,-20
2907.5,22,6,-26
2907.8125,14,22,-50
2908.125,20,-4,-32
2908.4375,32,0,-32
2908.75,10,16,-16
2909.0625,26,6,-26
2909.375,28,-6,-32
2909.6875,30,2,-20
2910,24,0,-28
2910.3125,24,-6,-26
2910.625,44,-2,-16
2910.9375,28,2,-46
2911.25,48,-10,-28
2911.5625,20,12,-32
2911.875,26,0,-32
2912.1875,26,0,-30
2912.5,20,-4,-26
2912.8125,26,0,-34
2913.125,26,0,-32
2913.4375,30,-2,-40
2913.75,18,8,-30
2914.0625,26,2,-38
2914.375,46,-10,-14
2914.6875,22,4,-14
2915,30,0,-32
2915.3125,30,-10,-20
2915.625,30,-4,-28
2915.9375,40,0,-18
2916.25,22,0,-26
2916.5625,34,0,-18
2916.875,24,-4,-36
2917.1875,48,0,-22
2917.5,50,-12,-22
2917.8125,20,2,-44
2918.125,32,10,-24
2918.4375,28,2,-28
2918.75,24,10,-52
2919.0625,22,0,-32
2919.375,30,0,2
2919.6875,28,0,-20
2920,28,0,-26
2920.3125,22,-2,-20
2920.625,28,0,-34
2920.9375,54,-8,-14
2921.25,14,8,-44
2921.5625,26,0,-42
2921.875,24,10,-24
2922.1875,28,0,-26
2922.5,24,2,-38
2922.8125,20,0,-26
2923.125,28,0,-18
2923.4375,26,-18,-26
2923.75,22,-10,-30
2924.0625,38,4,-8
2924.375,18,4,-36
2924.6875,32,12,-52
2925,24,-6,-50
2925.3125,34,0,-32
2925.625,30,0,-42
2925.9375,26,-2,-26
2926.25,32,-2,-22
2926.5625,14,6,-28
2926.875,32,-2,-20
2927.1875,8,8,-30
2927.5,28,6,-14
2927.8125,54,-10,-24
2928.125,16,16,-48
2928.4375,22,0,-26
2928.75,24,2,-14
2929.0625,22,0,-30
2929.375,24,0,-48
2929.6875,30,-8,-30
2930,30,-2,-24
2930.3125,26,-6,-34
2930.625,26,10,-26
2930.9375,38,-6,-6
2931.25,30,14,-10
2931.5625,34,-16,-16
2931.875,28,-10,0
2932.1875,38,0,-20
2932.5,28,0,-28
2932.8125,22,2,-28
2933.125,22,0,-36
2933.4375,32,-18,-28
2933.75,24,0,-48
2934.0625,52,-12,-50
2934.375,28,-4,0
2934.6875,44,8,-16
2935,34,-18,-30
2935.3125,26,0,-30
2935.625,28,0,-26
2935.9375,24,2,-24
2936.25,26,-8,-42
2936.5625,18,0,-42
2936.875,22,6,-44
2937.1875,24,0,-28
2937.5,6,24,-34
2937.8125,32,0,-28
2938.125,16,0,-14
2938.4375,34,0,-18
2938.75,26,-4,-36
2939.0625,30,0,-46
2939.375,24,0,-30
2939.6875,22,0,-24
2940,28,-12,-34
2940.3125,30,-8,-18
2940.625,54,-8,-16
2940.9375,20,6,-46
2941.25,24,0,-24
2941.5625,14,20,-20
2941.875,28,14,-24
2942.1875,30,0,-26
2942.5,36,0,-30
2942.8125,32,-12,-26
2943.125,26,0,-24
2943.4375,12,-8,-34
2943.75,32,0,-12
2944.0625,26,0,-22
2944.375,18,-16,-18
2944.6875,32,-6,-22
2945,24,0,-14
2945.3125,28,12,-28
2945.625,26,2,-34
2945.9375,34,0,-30
2946.25,22,-6,-32
2946.5625,26,2,-34
2946.875,34,6,-14
2947.1875,24,-4,-30
2947.5,20,30,-10
2947.8125,38,-8,-32
2948.125,22,-14,0
2948.4375,38,0,-28
2948.75,26,-6,-46
2949.0625,24,-10,-20
2949.375,24,2,-14
2949.6875,14,0,-28
2950,20,20,-26
2950.3125,30,-10,-36
2950.625,32,-8,-28
2950.9375,22,2,-44
2951.25,24,-12,-30
2951.5625,26,-4,-40
2951.875,24,0,-28
2952.1875,28,2,-36
2952.5,24,8,-28
2952.8125,26,0,-24
2953.125,22,4,-32
2953.4375,18,0,-38
2953.75,46,-6,-22
2954.0625,30,2,-34
2954.375,46,-6,-36
2954.6875,28,0,-24
2955,26,0,-8
2955.3125,28,0,-32
2955.625,32,-4,-42
2955.9375,36,-8,-16
2956.25,28,0,-36
2956.5625,22,8,-18
2956.875,20,0,-8
2957.1875,28,22,-58
2957.5,22,-8,-36
2957.8125,30,-4,-38
2958.125,24,0,-34
2958.4375,26,2,-28
2958.75,22,-6,-32
2959.0625,22,0,-38
2959.375,32,-6,-26
2959.6875,32,6,-16
2960,28,4,-32
2960.3125,36,4,0
2960.625,28,0,-26
2960.9375,28,0,-28
2961.25,28,-16,-28
2961.5625,46,0,-32
2961.875,24,0,-46
2962.1875,28,-2,-32
2962.5,32,-4,-20
2962.8125,28,0,-36
2963.125,46,-12,-22
2963.4375,24,4,-34
2963.75,24,0,-64
2964.0625,14,6,-52
2964.375,24,4,-28
2964.6875,26,8,-32
2965,30,0,-26
2965.3125,26,0,-30
2965.625,34,-8,-32
2965.9375,18,0,-28
2966.25,38,-8,-34
2966.5625,24,4,-36
2966.875,58,-12,-28
2967.1875,28,-8,-24
2967.5,44,-10,-22
2967.8125,26,8,-24
2968.125,26,0,-30
2968.4375,24,0,-18
2968.75,22,-10,-32
2969.0625,26,0,-30
2969.375,22,6,-46
2969.6875,30,0,-38
2970,38,-18,-14
2970.3125,24,2,-28
2970.625,48,-8,-16
2970.9375,28,4,-18
2971.25,26,0,-44
2971.5625,32,-14,-32
2971.875,28,2,-34
2972.1875,38,-10,-24
2972.5,26,0,-34
2972.8125,18,12,-46
2973.125,32,0,-26
2973.4375,30,24,-18
2973.75,28,12,-26
2974.0625,28,0,-34
2974.375,20,0,-32
2974.6875,28,-10,-34
2975,22,-4,-32
2975.3125,24,4,-22
2975.625,16,10,-42
2975.9375,26,0,-18
2976.25,16,-10,-40
2976.5625,38,-6,-8
2976.875,40,-6,-44
2977.1875,30,4,-28
2977.5,32,14,-32
2977.8125,30,2,-30
2978.125,28,-4,-32
2978.4375,36,-8,-26
2978.75,26,0,-26
2979.0625,22,6,-38
2979.375,28,2,-28
2979.6875,16,14,-26
2980,34,-10,-26
2980.3125,16,18,-20
2980.625,30,0,-26
2980.9375,16,0,-36
2981.25,22,-8,-26
2981.5625,24,0,-34
2981.875,36,-4,-32
2982.1875,44,-10,-14
2982.5,28,0,-26
2982.8125,42,-8,-8
2983.125,40,-4,-32
2983.4375,58,-14,-34
2983.75,28,-6,-26
2984.0625,28,-12,-4
2984.375,28,0,-28
2984.6875,28,0,-18
2985,30,-4,-42
2985.3125,52,0,-30
2985.625,32,-4,-26
2985.9375,6,24,-26
2986.25,22,0,-32
2986.5625,20,-4,2
2986.875,30,2,-24
2987.1875,24,-8,-30
2987.5,34,-4,-32
2987.8125,30,-2,-22
2988.125,40,-6,-26
2988.4375,20,2,-26
2988.75,20,6,-44
2989.0625,24,6,-16
2989.375,28,18,-56
2989.6875,14,-6,-16
2990,28,0,-40
2990.3125,18,-8,-22
2990.625,36,0,-26
2990.9375,36,-12,-22
2991.25,30,0,-26
2991.5625,16,2,-40
2991.875,22,-18,-26
2992.1875,28,-14,-18
2992.5,32,0,-20
2992.8125,26,12,-8
2993.125,18,12,-10
2993.4375,26,-10,4
2993.75,38,0,-24
2994.0625,24,-2,-26
2994.375,28,-12,-32
2994.6875,24,2,-22
2995,28,-6,-40
2995.3125,26,18,-28
2995.625,24,4,-20
2995.9375,26,-4,-8
2996.25,44,4,-24
2996.5625,30,-8,0
2996.875,38,2,-30
2997.1875,40,0,-26
2997.5,16,2,-24
2997.8125,24,0,-24
2998.125,28,-8,-32
2998.4375,26,0,-32
2998.75,42,8,0
2999.0625,26,-6,-30
2999.375,24,0,-36
2999.6875,32,-14,-40
3000,30,-6,-30
3000.3125,42,0,-32
3000.625,28,-8,-20
3000.9375,30,-8,-32
3001.25,28,-4,-28
3001.5625,32,-16,-28
3001.875,26,0,-26
3002.1875,34,6,-18
3002.5,34,-4,-26
3002.8125,18,0,-6
3003.125,30,2,-28
3003.4375,28,20,-26
3003.75,28,0,-20
3004.0625,32,0,-16
3004.375,22,4,-36
3004.6875,48,-14,-28
3005,40,-4,-12
3005.3125,10,30,-30
3005.625,28,2,-20
3005.9375,12,18,-24
3006.25,26,0,-14
3006.5625,22,0,-24
3006.875,22,-8,-34
3007.1875,22,-8,-38
3007.5,18,6,-48
3007.8125,24,-4,-32
3008.125,34,0,-8
3008.4375,26,2,0
3008.75,40,-6,-32
3009.0625,30,-14,-26
3009.375,26,0,-34
3009.6875,22,-2,-28
3010,24,-8,-22
3010.3125,30,6,-36
3010.625,28,4,-26
3010.9375,34,-10,-10
3011.25,12,0,-22
3011.5625,34,-22,-12
3011.875,26,4,-24
3012.1875,46,12,2
3012.5,38,0,-8
3012.8125,24,0,-34
3013.125,32,-4,-36
3013.4375,32,-2,-28
3013.75,32,0,-24
3014.0625,24,4,-30
3014.375,38,-22,-22
3014.6875,36,-8,0
3015,28,10,-24
3015.3125,24,-8,-26
3015.625,12,-6,-52
3015.9375,26,0,-24
3016.25,8,-8,-8
3016.5625,28,-12,-34
3016.875,30,-10,-30
3017.1875,20,-2,-36
3017.5,20,-2,-22
3017.8125,30,0,-26
3018.125,46,14,-20
3018.4375,10,4,-16
3018.75,24,0,-28
3019.0625,26,0,-16
3019.375,28,0,-26
3019.6875,28,0,-30
3020,24,-12,-26
3020.3125,18,2,-26
3020.625,32,-4,-26
3020.9375,22,-22,-32
3021.25,20,10,-42
3021.5625,28,0,2
3021.875,46,-8,-28
3022.1875,28,-4,-30
3022.5,32,-4,-24
3022.8125,28,-10,-38
3023.125,30,-14,-24
3023.4375,28,0,-24
3023.75,38,-6,-22
3024.0625,18,-18,-34
3024.375,18,6,-40
3024.6875,22,30,-12
3025,34,-6,-26
3025.3125,36,2,-34
3025.625,16,0,-32
3025.9375,24,0,-40
3026.25,16,2,-26
3026.5625,32,-2,-20
3026.875,30,-12,-24
3027.1875,30,-10,-28
3027.5,44,-6,-16
3027.8125,22,4,-36
3028.125,30,0,-28
3028.4375,48,10,-28
3028.75,28,0,-24
3029.0625,44,0,-26
3029.375,30,0,-28
3029.6875,32,-16,-22
3030,28,-4,-20
3030.3125,20,0,-26
3030.625,26,6,-38
3030.9375,8,6,-32
3031.25,28,0,-10
3031.5625,32,0,-20
3031.875,30,-14,-28
3032.1875,38,-6,-26
3032.5,28,-8,-28
3032.8125,18,0,-26
3033.125,22,0,-16
3033.4375,28,-16,-30
3033.75,34,-2,-14
3034.0625,42,0,-20
3034.375,44,-18,-36
3034.6875,24,2,-40
3035,18,0,-28
3035.3125,26,10,-26
3035.625,26,-4,-20
3035.9375,30,4,-26
3036.25,38,0,-10
3036.5625,32,-8,-16
3036.875,28,8,-22
3037.1875,34,2,0
3037.5,26,-16,-18
3037.8125,28,0,-28
3038.125,28,16,-46
3038.4375,28,0,-36
3038.75,30,0,0
3039.0625,32,-4,-18
3039.375,28,0,-30
3039.6875,30,-14,-32
3040,24,12,-20
3040.3125,18,-8,-42
3040.625,26,4,-50
3040.9375,16,26,-22
3041.25,28,0,-44
3041.5625,12,14,-20
3041.875,26,0,-26
3042.1875,30,-2,-24
3042.5,34,-12,-26
3042.8125,28,0,-32
3043.125,26,-4,-20
3043.4375,30,-8,-14
3043.75,20,0,-32
3044.0625,28,24,-26
3044.375,26,0,-34
3044.6875,22,0,-10
3045,26,18,-36
3045.3125,22,0,-26
3045.625,24,0,-30
3045.9375,22,0,-18
3046.25,22,6,-42
3046.5625,24,-2,-26
3046.875,34,-8,-16
3047.1875,28,-8,6
3047.5,44,-8,-42
3047.8125,26,2,-30
3048.125,26,0,-8
3048.4375,22,4,-18
3048.75,24,0,-26
3049.0625,30,0,-14
3049.375,36,-4,-30
3049.6875,34,-4,-14
3050,22,0,-26
3050.3125,38,-22,-10
3050.625,26,0,-36
3050.9375,10,6,-28
3051.25,26,12,-30
3051.5625,4,-2,-24
3051.875,28,0,-26
3052.1875,10,6,-22
3052.5,32,-6,-16
3052.8125,36,-10,-36
3053.125,30,2,-14
3053.4375,16,-4,-34
3053.75,40,4,-22
3054.0625,28,0,-24
3054.375,26,0,-28
3054.6875,26,0,-24
3055,26,0,-38
3055.3125,28,-10,-26
3055.625,38,0,-22
3055.9375,20,10,-44
3056.25,24,-2,-44
3056.5625,30,-12,-34
3056.875,34,-8,-46
3057.1875,18,0,-14
3057.5,32,-18,-16
3057.8125,30,0,-48
3058.125,18,-6,-28
3058.4375,36,-10,-30
3058.75,20,-10,-26
3059.0625,22,0,-38
3059.375,28,0,-50
3059.6875,52,-8,-18
3060,22,6,-52
3060.3125,26,-4,-36
3060.625,6,10,-26
3060.9375,30,-4,-32
3061.25,16,-8,-30
3061.5625,30,0,-26
3061.875,22,8,-42
3062.1875,40,0,-22
