Trigger Time: 999.6875 ms
time,x,y,z
835.625,28,-10,-36
835.9375,28,-6,-26
836.25,28,0,-32
836.5625,24,0,-36
836.875,32,0,-24
837.1875,24,6,-18
837.5,18,6,-36
837.8125,20,0,-42
838.125,30,-4,-26
838.4375,26,2,-32
838.75,30,0,-28
839.0625,32,0,-34
839.375,12,2,-20
839.6875,32,-4,-38
840,14,2,-20
840.3125,24,4,-38
840.625,48,-12,-32
840.9375,24,6,-24
841.25,24,-4,-40
841.5625,36,-4,-26
841.875,30,-6,-34
842.1875,30,-4,-4
842.5,26,0,-22
842.8125,20,0,-32
843.125,22,0,-48
843.4375,26,0,-18
843.75,24,0,-32
844.0625,20,-14,-38
844.375,26,4,-40
844.6875,20,-12,-18
845,30,-4,-26
845.3125,40,-6,-26
845.625,34,-2,-24
845.9375,42,-10,-20
846.25,28,-12,-34
846.5625,28,-12,-34
846.875,32,0,-18
847.1875,24,2,-18
847.5,26,0,-38
847.8125,34,-6,-38
848.125,28,0,-34
848.4375,30,-6,-36
848.75,30,-2,-32
849.0625,38,-8,-30
849.375,32,4,-42
849.6875,42,-8,-32
850,34,0,2
850.3125,24,0,-30
850.625,26,22,-60
850.9375,14,14,-34
851.25,30,-4,-4
851.5625,38,-8,-10
851.875,38,-4,-26
852.1875,24,-10,-30
852.5,20,-6,-32
852.8125,26,-12,-30
853.125,32,0,-38
853.4375,48,8,0
853.75,36,0,-8
854.0625,24,0,-34
854.375,10,12,-48
854.6875,30,0,-26
855,26,-12,-10
855.3125,26,0,-30
855.625,26,-6,-28
855.9375,16,0,-38
856.25,16,-10,-34
856.5625,24,0,-26
856.875,10,-4,-40
857.1875,38,-30,-8
857.5,32,0,-24
857.8125,22,-8,-8
858.125,40,-4,-32
858.4375,38,-12,-24
858.75,16,4,-24
859.0625,30,-4,-28
859.375,20,0,-22
859.6875,22,12,-46
860,26,-6,-44
860.3125,44,-6,-34
860.625,20,6,-28
860.9375,24,0,-44
861.25,18,0,-32
861.5625,28,14,-32
861.875,20,0,-28
862.1875,34,0,-26
862.5,28,-12,-22
862.8125,30,0,-16
863.125,16,0,-28
863.4375,22,6,-32
863.75,30,22,-34
864.0625,28,0,-24
864.375,26,-14,0
864.6875,36,-6,-24
865,28,-8,-4
865.3125,30,0,-32
865.625,36,0,-24
865.9375,26,0,-50
866.25,34,0,-14
866.5625,14,18,-40
866.875,36,-10,0
867.1875,46,-12,-6
867.5,36,0,-32
867.8125,30,0,-46
868.125,14,0,-26
868.4375,26,0,-30
868.75,24,-14,-32
869.0625,34,0,-20
869.375,42,-10,-20
869.6875,24,12,-40
870,24,14,-24
870.3125,40,2,-42
870.625,30,2,-28
870.9375,26,0,-20
871.25,24,-4,-26
871.5625,28,0,-30
871.875,22,0,-24
872.1875,24,2,-50
872.5,30,0,-24
872.8125,28,-6,-28
873.125,24,4,-32
873.4375,36,-6,-14
873.75,38,-6,-28
874.0625,42,-6,-18
874.375,32,-4,-28
874.6875,22,0,-8
875,32,0,-20
875.3125,30,0,-26
875.625,36,0,-26
875.9375,38,-4,-30
876.25,46,-2,-12
876.5625,14,-4,-36
876.875,38,-28,-22
877.1875,28,0,-40
877.5,22,0,-64
877.8125,30,-4,-28
878.125,26,-10,-52
878.4375,26,-8,-34
878.75,26,0,-34
879.0625,46,-4,-16
879.375,28,0,-42
879.6875,48,-8,-8
880,20,2,-50
880.3125,32,0,-32
880.625,14,14,-40
880.9375,30,-10,-22
881.25,44,0,-40
881.5625,32,-12,-30
881.875,26,0,-34
882.1875,26,-6,-32
882.5,40,-4,-26
882.8125,34,-4,-6
883.125,28,-4,-20
883.4375,38,6,-44
883.75,28,0,-30
884.0625,26,-10,0
884.375,42,0,-28
884.6875,20,0,-38
885,22,4,-38
885.3125,18,0,-28
885.625,34,0,-24
885.9375,14,6,-28
886.25,26,-12,-36
886.5625,30,-6,-16
886.875,24,26,-36
887.1875,32,-10,-18
887.5,32,0,-46
887.8125,18,0,-22
888.125,30,-10,-40
888.4375,34,-6,-24
888.75,34,0,-22
889.0625,36,-14,-26
889.375,38,0,-18
889.6875,30,-8,-28
890,26,-10,-36
890.3125,24,0,-24
890.625,50,4,-16
890.9375,34,-12,-26
891.25,48,6,-20
891.5625,28,0,-26
891.875,34,-2,-24
892.1875,44,0,-28
892.5,20,0,-34
892.8125,26,0,-34
893.125,38,0,-6
893.4375,28,0,-26
893.75,12,16,-10
894.0625,32,0,-26
894.375,8,0,-28
894.6875,32,4,-32
895,26,0,-42
895.3125,36,-22,-28
895.625,24,-4,-18
895.9375,48,-14,-20
896.25,28,-8,-30
896.5625,32,-14,-18
896.875,40,-18,-28
897.1875,28,-4,-64
897.5,24,0,-32
897.8125,26,0,-4
898.125,26,0,-30
898.4375,20,-4,-34
898.75,26,-8,-34
899.0625,28,10,-26
899.375,38,-6,-16
899.6875,32,2,12
900,54,-10,-24
900.3125,28,0,-34
900.625,26,2,-44
900.9375,24,-6,-26
901.25,30,-4,-28
901.5625,20,0,-30
901.875,32,0,-32
902.1875,2,10,-32
902.5,34,-16,-18
902.8125,14,2,-36
903.125,18,-16,-58
903.4375,14,18,-28
903.75,30,6,-4
904.0625,32,-4,-26
904.375,30,0,-36
904.6875,20,-4,-24
905,22,0,-24
905.3125,20,2,-42
905.625,26,4,-46
905.9375,44,0,-6
906.25,38,-4,2
906.5625,48,-12,-12
906.875,30,4,-24
907.1875,24,0,-32
907.5,28,0,-28
907.8125,30,2,-22
908.125,38,0,-26
908.4375,32,0,-28
908.75,18,10,-42
909.0625,32,0,-24
909.375,44,-6,-8
909.6875,30,2,-44
910,26,0,-50
910.3125,36,8,-28
910.625,28,0,-30
910.9375,22,16,-32
911.25,24,4,-32
911.5625,26,0,-42
911.875,34,0,-24
912.1875,14,10,-50
912.5,24,0,-36
912.8125,40,-8,-24
913.125,42,-10,-8
913.4375,30,0,-30
913.75,12,18,-50
914.0625,30,-16,-30
914.375,46,-6,-8
914.6875,24,0,-32
915,16,0,-28
915.3125,22,0,-28
915.625,22,16,-38
915.9375,30,0,-16
916.25,18,12,-28
916.5625,28,4,-32
916.875,12,16,-24
917.1875,30,-16,-32
917.5,44,0,-36
917.8125,28,-14,-28
918.125,32,-6,-34
918.4375,24,0,-38
918.75,22,0,-42
919.0625,18,8,-54
919.375,32,0,-18
919.6875,24,-10,-38
920,26,-14,-30
920.3125,32,0,-38
920.625,24,0,-14
920.9375,34,0,-24
921.25,22,0,-38
921.5625,30,-2,-36
921.875,14,12,-28
922.1875,34,-6,-18
922.5,44,-8,-20
922.8125,24,8,0
923.125,48,-14,-52
923.4375,32,-4,-32
923.75,30,0,-40
924.0625,22,-4,-28
924.375,30,-6,-36
924.6875,24,2,-38
925,30,-4,-30
925.3125,32,0,-12
925.625,30,0,-24
925.9375,24,4,-36
926.25,30,4,-36
926.5625,8,16,-30
926.875,26,0,-32
927.1875,14,0,-26
927.5,38,-6,-26
927.8125,22,0,-22
928.125,32,-6,-28
928.4375,20,0,-22
928.75,20,16,-44
929.0625,26,-10,-24
929.375,28,20,-64
929.6875,24,-10,-30
930,30,0,-50
930.3125,24,-4,-32
930.625,22,0,-52
930.9375,24,0,-40
931.25,18,0,-24
931.5625,36,-4,-24
931.875,16,-18,-30
932.1875,22,0,-46
932.5,28,-18,-68
932.8125,16,6,-22
933.125,24,0,-30
933.4375,26,0,-28
933.75,26,2,0
934.0625,24,-10,-22
934.375,28,-8,-32
934.6875,24,0,-20
935,38,0,-24
935.3125,24,-8,-68
935.625,24,-8,-30
935.9375,30,-4,2
936.25,30,-8,-28
936.5625,26,-6,-38
936.875,18,0,-32
937.1875,32,-6,-28
937.5,24,-10,-30
937.8125,36,-8,-16
938.125,28,-14,-30
938.4375,16,0,-24
938.75,32,-6,-28
939.0625,22,-18,-40
939.375,24,0,-30
939.6875,30,16,-48
940,26,0,-26
940.3125,38,-6,0
940.625,32,2,-30
940.9375,24,0,-38
941.25,24,0,-42
941.5625,32,-6,-24
941.875,32,-10,-34
942.1875,30,0,-18
942.5,18,8,-4
942.8125,34,-18,-28
943.125,34,-8,-24
943.4375,22,-10,-10
943.75,26,0,-32
944.0625,22,-8,-30
944.375,22,0,-32
944.6875,48,-10,-18
945,40,-4,0
945.3125,24,-8,-36
945.625,22,-20,-18
945.9375,32,-12,-28
946.25,34,10,-36
946.5625,26,-6,-32
946.875,24,-10,-28
947.1875,24,-6,-26
947.5,28,0,-34
947.8125,16,4,-32
948.125,24,-6,-38
948.4375,26,0,-18
948.75,38,-22,-18
949.0625,30,0,-30
949.375,52,-12,-44
949.6875,28,0,-24
950,30,0,-16
950.3125,30,0,-24
950.625,30,-6,-22
950.9375,28,0,-38
951.25,16,6,-26
951.5625,20,6,-56
951.875,18,2,-36
952.1875,38,-26,-18
952.5,26,0,-34
952.8125,18,0,-8
953.125,30,0,-26
953.4375,34,-2,-28
953.75,26,-8,-30
954.0625,20,0,-20
954.375,32,6,-20
954.6875,32,0,-24
955,26,6,-6
955.3125,22,2,-48
955.625,28,0,-48
955.9375,30,4,-32
956.25,26,10,-28
956.5625,30,0,-36
956.875,34,0,-14
957.1875,24,-12,-24
957.5,32,-6,-22
957.8125,40,2,-10
958.125,28,0,-34
958.4375,12,14,-22
958.75,24,14,-28
959.0625,24,0,-12
959.375,38,-4,-32
959.6875,32,12,-32
960,20,0,-28
960.3125,30,-4,-42
960.625,20,0,-30
960.9375,28,-10,-34
961.25,24,20,-30
961.5625,44,-10,-8
961.875,30,-14,-16
962.1875,32,-14,-28
962.5,30,-6,-46
962.8125,24,-8,-26
963.125,34,-10,-30
963.4375,28,-10,-26
963.75,40,-6,-18
964.0625,24,-8,-38
964.375,26,12,-28
964.6875,34,-10,-42
965,24,0,-40
965.3125,18,0,-10
965.625,34,-20,-30
965.9375,32,10,-36
966.25,26,2,-26
966.5625,30,-2,-28
966.875,38,-4,-28
967.1875,24,4,-34
967.5,44,-6,-22
967.8125,40,2,-14
968.125,24,-8,-48
968.4375,30,28,-42
968.75,22,-8,-20
969.0625,30,0,-30
969.375,26,0,-24
969.6875,34,0,-28
970,24,0,-40
970.3125,18,0,-26
970.625,28,0,-24
970.9375,38,0,-16
971.25,24,-6,-34
971.5625,16,-4,-32
971.875,28,-24,-38
972.1875,24,2,-40
972.5,22,6,-48
972.8125,32,4,-32
973.125,24,-8,-26
973.4375,24,0,-28
973.75,28,-2,-28
974.0625,28,-16,-26
974.375,30,0,-32
974.6875,30,-10,-38
975,32,0,-44
975.3125,18,-4,-42
975.625,26,-14,-16
975.9375,30,-12,-28
976.25,48,0,-8
976.5625,30,-10,-20
976.875,34,2,-30
977.1875,28,-16,-38
977.5,26,2,-34
977.8125,20,8,-40
978.125,32,0,-16
978.4375,32,-20,-10
978.75,36,-4,-26
979.0625,32,0,-42
979.375,24,0,-24
979.6875,34,-12,-10
980,36,0,-22
980.3125,28,-8,-34
980.625,24,0,-24
980.9375,20,-18,-36
981.25,36,-8,-12
981.5625,32,0,4
981.875,48,8,-48
982.1875,22,0,-28
982.5,24,-10,-8
982.8125,34,-8,-28
983.125,26,0,-40
983.4375,26,-6,-24
983.75,28,0,-32
984.0625,40,-8,-20
984.375,28,0,-32
984.6875,20,-12,-34
985,40,-6,-20
985.3125,50,0,-30
985.625,24,0,-26
985.9375,24,0,-36
986.25,30,-6,-36
986.5625,32,-12,-28
986.875,30,0,-22
987.1875,36,-16,-30
987.5,32,2,-14
987.8125,56,-14,-24
988.125,30,2,-28
988.4375,54,-10,-18
988.75,30,-12,-34
989.0625,48,-4,-30
989.375,22,0,-34
989.6875,32,0,-20
990,32,-4,-24
990.3125,48,0,-16
990.625,50,-10,-18
990.9375,24,-6,-38
991.25,28,22,-18
991.5625,36,-4,-24
991.875,30,-6,-18
992.1875,26,0,-30
992.5,28,-8,0
992.8125,32,0,-22
993.125,28,-12,-36
993.4375,34,-6,-46
993.75,34,-8,-26
994.0625,38,-6,0
994.375,30,8,-62
994.6875,10,10,-32
995,32,0,-44
995.3125,14,0,-24
995.625,30,2,-26
995.9375,32,0,-38
996.25,26,0,-18
996.5625,28,0,-24
996.875,18,-16,-32
997.1875,32,0,-32
997.5,10,16,-34
997.8125,16,2,-30
998.125,44,-4,-10
998.4375,32,0,-26
998.75,32,2,-40
999.0625,30,-4,-28
999.375,32,-2,-32
999.6875,30,0,-32
1000,22,2,-30
1000.3125,20,-6,-32
1000.625,24,-8,-22
1000.9375,32,4,-18
1001.25,22,4,-44
1001.5625,16,14,-58
1001.875,28,4,6
1002.1875,38,-4,-34
1002.5,28,6,-32
1002.8125,24,2,-34
1003.125,24,0,-30
1003.4375,26,4,-28
1003.75,34,0,-24
1004.0625,18,0,-40
1004.375,20,12,-44
1004.6875,22,-4,-38
1005,12,16,-24
1005.3125,22,-10,-30
1005.625,22,2,-8
1005.9375,34,0,-40
1006.25,28,2,-26
1006.5625,26,0,-4
1006.875,34,0,-24
1007.1875,28,0,-20
1007.5,18,10,-46
1007.8125,30,0,-30
1008.125,16,0,-46
1008.4375,26,0,-26
1008.75,12,22,-22
1009.0625,26,0,-44
1009.375,20,0,-28
1009.6875,26,0,-34
1010,22,2,-28
1010.3125,20,4,-28
1010.625,18,-4,-30
1010.9375,28,-2,-26
1011.25,22,-4,-28
1011.5625,26,4,-44
1011.875,38,0,-14
1012.1875,24,6,-24
1012.5,24,0,-34
1012.8125,22,0,-32
1013.125,22,4,-20
1013.4375,22,0,-34
1013.75,26,0,-28
1014.0625,32,-12,-28
1014.375,30,6,-16
1014.6875,12,16,-30
1015,32,0,-28
1015.3125,12,-4,2
1015.625,38,2,-14
1015.9375,26,-4,-28
1016.25,30,0,-38
1016.5625,22,0,-38
1016.875,16,10,-28
1017.1875,20,0,-28
1017.5,18,-14,-34
1017.8125,30,0,-22
1018.125,18,-14,-8
1018.4375,34,0,-30
1018.75,26,-6,4
1019.0625,40,4,-24
1019.375,24,0,-34
1019.6875,16,4,-32
1020,24,6,-20
1020.3125,16,10,-18
1020.625,32,0,-18
1020.9375,20,2,-38
1021.25,6,14,-34
1021.5625,22,0,-26
1021.875,20,0,-46
1022.1875,24,0,-18
1022.5,24,2,-24
1022.8125,20,0,-26
1023.125,28,0,-34
1023.4375,22,6,-36
1023.75,16,4,-22
1024.0625,16,8,-48
1024.375,28,0,-32
1024.6875,46,-8,-38
1025,30,-6,-26
1025.3125,22,0,-10
1025.625,26,4,-28
1025.9375,18,14,-32
1026.25,18,6,-26
1026.5625,28,2,-22
1026.875,22,0,-28
1027.1875,20,0,-40
1027.5,32,0,-26
1027.8125,22,0,-58
1028.125,28,-6,-10
1028.4375,38,-8,-16
1028.75,30,2,-30
1029.0625,22,0,-46
1029.375,24,-8,-28
1029.6875,30,-2,-34
1030,20,0,-26
1030.3125,32,-2,-28
1030.625,38,4,-30
1030.9375,28,0,-16
1031.25,6,0,-36
1031.5625,32,-18,-48
1031.875,28,0,-24
1032.1875,24,0,-26
1032.5,20,-4,-32
1032.8125,26,0,-32
1033.125,24,0,-28
1033.4375,40,0,-26
1033.75,26,0,-10
1034.0625,32,-16,-32
1034.375,20,4,-46
1034.6875,26,14,-8
1035,32,-10,-20
1035.3125,26,0,-32
1035.625,30,-10,-30
1035.9375,40,0,0
1036.25,20,6,-26
1036.5625,20,4,-24
1036.875,30,4,-24
1037.1875,26,4,-28
1037.5,18,10,-40
1037.8125,26,6,-28
1038.125,28,4,-48
1038.4375,20,-4,-42
1038.75,28,2,-30
1039.0625,24,0,-44
1039.375,22,4,-30
1039.6875,28,0,-20
1040,10,2,-30
1040.3125,30,0,-26
1040.625,40,0,-20
1040.9375,38,-18,-28
1041.25,20,2,-42
1041.5625,18,-16,-10
1041.875,28,6,-28
1042.1875,24,0,-26
1042.5,22,0,-32
1042.8125,26,0,-44
1043.125,30,-6,-26
1043.4375,32,0,-34
1043.75,28,-4,-40
1044.0625,24,8,-20
1044.375,12,24,-54
1044.6875,32,0,-50
1045,16,18,-34
1045.3125,26,-6,-32
1045.625,30,-6,-26
1045.9375,34,2,-26
1046.25,24,0,-42
1046.5625,28,0,-32
1046.875,32,-14,-30
1047.1875,28,4,-26
1047.5,18,0,-30
1047.8125,42,-6,-8
1048.125,26,14,-30
1048.4375,28,-8,-32
1048.75,26,-4,-34
1049.0625,38,0,-10
1049.375,28,8,-38
1049.6875,14,14,-28
1050,34,0,-20
1050.3125,34,-2,-26
1050.625,18,10,-48
1050.9375,22,0,-46
1051.25,50,-12,-28
1051.5625,22,4,-30
1051.875,8,10,-28
1052.1875,26,8,-30
1052.5,28,-2,-30
1052.8125,26,2,-36
1053.125,22,4,-34
1053.4375,22,2,-30
1053.75,42,-4,-12
1054.0625,18,6,-44
1054.375,36,-20,-12
1054.6875,28,0,-32
1055,6,22,-20
1055.3125,28,-8,-30
1055.625,26,0,-14
1055.9375,36,0,-18
1056.25,30,2,-26
1056.5625,32,4,-24
1056.875,18,6,-30
1057.1875,18,-6,-32
1057.5,14,4,-30
1057.8125,34,-14,-26
1058.125,26,8,-36
1058.4375,20,14,-56
1058.75,32,2,-4
1059.0625,18,0,-24
1059.375,24,0,-24
1059.6875,14,8,-34
1060,24,4,-16
1060.3125,20,-4,-32
1060.625,22,0,-36
1060.9375,34,14,-18
1061.25,28,0,-34
1061.5625,12,0,0
1061.875,40,0,-20
1062.1875,28,0,-40
1062.5,24,-4,-26
1062.8125,26,6,-36
1063.125,22,8,-42
1063.4375,32,-10,-30
1063.75,36,-10,-30
1064.0625,32,-4,-6
1064.375,26,2,-34
1064.6875,20,2,-40
1065,12,-12,-24
1065.3125,30,0,-20
1065.625,32,0,-8
1065.9375,18,0,-28
1066.25,26,4,-26
1066.5625,22,0,-22
1066.875,22,6,-34
1067.1875,38,-16,-28
1067.5,24,8,-14
1067.8125,24,0,-34
1068.125,16,14,-28
1068.4375,24,0,-14
1068.75,26,-4,-26
1069.0625,22,6,-34
1069.375,24,2,-34
1069.6875,24,4,-26
1070,22,2,-34
1070.3125,22,0,-44
1070.625,56,-6,-14
1070.9375,22,10,-44
1071.25,26,2,-30
1071.5625,12,16,-8
1071.875,28,0,-20
1072.1875,20,16,-30
1072.5,20,2,-34
1072.8125,26,0,-34
1073.125,14,8,-28
1073.4375,22,0,-24
1073.75,26,16,-30
1074.0625,42,10,2
1074.375,32,0,-38
1074.6875,14,4,0
1075,28,0,-30
1075.3125,24,16,-32
1075.625,30,6,-32
1075.9375,24,0,-32
1076.25,26,-2,-30
1076.5625,22,-10,-32
1076.875,30,-6,-34
1077.1875,26,2,-26
1077.5,4,24,-38
1077.8125,22,2,-38
1078.125,10,12,-18
1078.4375,28,0,-24
1078.75,20,0,-10
1079.0625,28,0,-18
1079.375,14,4,-22
1079.6875,24,-4,-36
1080,48,0,-24
1080.3125,18,16,-48
1080.625,24,-8,-34
1080.9375,28,-14,14
1081.25,42,8,-30
1081.5625,22,0,-34
1081.875,22,2,-36
1082.1875,14,0,-26
1082.5,28,0,-32
1082.8125,32,0,-22
1083.125,20,4,-26
1083.4375,20,2,-22
1083.75,18,6,-56
1084.0625,18,8,-42
1084.375,22,-4,-32
1084.6875,16,12,-24
1085,24,0,-36
1085.3125,20,0,-16
1085.625,22,0,-24
1085.9375,24,4,-32
1086.25,30,-12,-20
1086.5625,32,0,-24
1086.875,6,8,-36
1087.1875,34,-6,-18
1087.5,16,4,-32
1087.8125,18,8,-48
1088.125,22,0,-26
1088.4375,24,12,-52
1088.75,28,0,-30
1089.0625,26,0,-32
1089.375,28,2,-24
1089.6875,22,2,-42
1090,18,-8,-26
1090.3125,28,-8,-34
1090.625,24,0,-22
1090.9375,40,-6,-6
1091.25,28,0,-42
1091.5625,20,-8,-24
1091.875,24,0,-68
1092.1875,22,0,-24
1092.5,26,0,-48
1092.8125,24,-10,-28
1093.125,26,-2,-34
1093.4375,30,-8,-26
1093.75,34,-6,-30
1094.0625,28,0,-26
1094.375,18,-16,-12
1094.6875,28,0,-26
1095,48,-8,0
1095.3125,44,0,-26
1095.625,26,18,-36
1095.9375,24,4,-28
1096.25,20,4,-28
1096.5625,38,0,-26
1096.875,28,0,-16
1097.1875,24,14,-34
1097.5,36,0,-4
1097.8125,26,-6,6
1098.125,56,-6,6
1098.4375,28,2,-28
1098.75,22,-8,-24
1099.0625,44,4,-30
1099.375,24,0,-30
1099.6875,32,4,-28
1100,24,-4,-36
1100.3125,30,0,-32
1100.625,20,16,-40
1100.9375,16,2,-34
1101.25,40,6,0
1101.5625,28,0,-32
1101.875,22,14,-32
1102.1875,28,4,-22
1102.5,30,0,-48
1102.8125,30,-6,-26
1103.125,28,2,-24
1103.4375,20,4,-24
1103.75,12,-14,-34
1104.0625,18,12,-42
1104.375,30,-8,-46
1104.6875,28,0,-32
1105,32,-14,8
1105.3125,44,0,-14
1105.625,32,0,-24
1105.9375,28,0,-36
1106.25,30,-2,-28
1106.5625,22,2,-28
1106.875,28,0,-14
1107.1875,40,-4,-8
1107.5,16,8,-50
1107.8125,24,0,-36
1108.125,6,14,-50
1108.4375,26,2,-26
1108.75,24,0,-8
1109.0625,24,0,-28
1109.375,24,0,-28
1109.6875,16,-6,-32
1110,24,6,-30
1110.3125,42,14,-18
1110.625,20,2,-16
1110.9375,24,-4,-54
1111.25,16,20,-46
1111.5625,24,2,-32
1111.875,24,0,-38
1112.1875,20,-8,-26
1112.5,26,0,-28
1112.8125,28,0,-32
1113.125,36,0,-24
1113.4375,38,0,-24
1113.75,20,8,-38
1114.0625,14,12,-26
1114.375,22,-4,-52
1114.6875,22,0,-32
1115,22,-2,-8
1115.3125,34,0,-30
1115.625,32,0,-38
1115.9375,30,0,-28
1116.25,26,8,-46
1116.5625,24,0,-36
1116.875,30,10,-22
1117.1875,24,0,-36
1117.5,36,-16,-28
1117.8125,30,-8,-20
1118.125,28,0,-8
1118.4375,34,0,-10
1118.75,30,0,-34
1119.0625,18,2,-46
1119.375,22,2,-34
1119.6875,22,0,-34
1120,30,-6,-26
1120.3125,34,-24,-28
1120.625,24,-4,-30
1120.9375,22,6,0
1121.25,38,0,-40
1121.5625,28,6,-26
1121.875,24,6,-30
1122.1875,26,-4,-32
1122.5,26,0,-30
1122.8125,16,4,-32
1123.125,16,0,-34
1123.4375,38,0,-20
1123.75,18,2,-42
1124.0625,20,12,-44
1124.375,26,4,-32
1124.6875,16,0,-28
1125,26,-4,-28
1125.3125,24,0,-48
1125.625,26,0,-32
1125.9375,24,0,-32
1126.25,36,-16,-28
1126.5625,30,-10,-34
1126.875,16,12,-44
1127.1875,20,2,-46
1127.5,22,24,-22
1127.8125,18,0,-14
1128.125,30,-6,6
1128.4375,16,0,-32
1128.75,30,0,-46
1129.0625,30,0,-26
1129.375,20,2,-40
1129.6875,16,14,-26
1130,26,0,-18
1130.3125,42,-4,-20
1130.625,22,10,-40
1130.9375,26,4,-36
1131.25,26,6,-28
1131.5625,26,16,-24
1131.875,28,2,-26
1132.1875,22,0,-32
1132.5,22,6,-30
1132.8125,24,6,-30
1133.125,20,8,-32
1133.4375,22,8,-6
1133.75,26,0,-34
1134.0625,24,0,-14
1134.375,34,-4,-30
1134.6875,34,8,-30
1135,22,-6,-22
1135.3125,30,0,-26
1135.625,26,0,-26
1135.9375,26,0,-36
1136.25,18,16,-40
1136.5625,28,4,-20
1136.875,18,8,-46
1137.1875,24,4,-28
1137.5,14,26,-26
1137.8125,28,4,-28
1138.125,12,0,-12
1138.4375,28,2,-34
1138.75,24,-14,-30
1139.0625,30,0,-22
1139.375,42,0,-24
1139.6875,24,4,-26
1140,8,22,-32
1140.3125,26,4,-32
1140.625,14,0,-22
1140.9375,28,0,-24
1141.25,24,4,-26
1141.5625,20,0,-34
1141.875,24,6,-32
1142.1875,32,0,-26
1142.5,26,0,-40
1142.8125,34,4,-16
1143.125,26,0,-28
1143.4375,28,-8,-58
1143.75,14,24,-16
1144.0625,24,2,-30
1144.375,30,2,-40
1144.6875,16,0,-26
1145,24,0,-30
1145.3125,30,4,-44
1145.625,28,6,-10
1145.9375,38,-2,-20
1146.25,22,6,-44
1146.5625,12,18,-26
1146.875,12,0,-16
1147.1875,24,0,-12
1147.5,36,0,-24
1147.8125,26,22,-28
1148.125,16,4,-26
1148.4375,22,0,-34
1148.75,26,-8,-26
1149.0625,24,0,-30
1149.375,20,2,-24
1149.6875,16,10,-36
1150,16,16,-6
1150.3125,34,0,-32
1150.625,14,0,-20
1150.9375,24,0,-32
1151.25,30,0,-30
1151.5625,24,4,-32
1151.875,30,-6,-42
1152.1875,16,6,-22
1152.5,38,-2,-20
1152.8125,20,6,-42
1153.125,32,12,-30
1153.4375,24,0,-32
1153.75,26,0,-32
1154.0625,24,10,-36
1154.375,18,0,-30
1154.6875,24,0,-36
1155,32,-6,-28
1155.3125,18,0,-40
1155.625,38,0,-18
1155.9375,24,0,-32
1156.25,38,0,-22
1156.5625,30,4,-36
1156.875,24,0,-36
1157.1875,14,-8,-38
1157.5,26,0,-26
1157.8125,20,0,-8
1158.125,26,0,-26
1158.4375,22,4,-30
1158.75,20,12,-40
1159.0625,52,0,-22
1159.375,46,-10,-16
1159.6875,20,8,-42
1160,28,-8,0
1160.3125,44,-6,-24
1160.625,26,0,-42
1160.9375,18,0,-36
1161.25,20,0,-30
1161.5625,24,0,-34
1161.875,24,4,-34
1162.1875,10,8,-30
1162.5,34,-6,-12
1162.8125,36,-4,-28
1163.125,14,6,-50
1163.4375,28,0,-28
1163.75,10,12,-52
1164.0625,28,0,-30
1164.375,14,0,-46
1164.6875,24,-8,-24
1165,28,0,-30
1165.3125,20,10,-42
1165.625,36,0,-28
1165.9375,32,2,-8
1166.25,30,0,-14
1166.5625,24,-14,-52
1166.875,54,-10,-28
1167.1875,28,2,-46
1167.5,14,0,-12
1167.8125,28,4,-38
1168.125,30,2,-24
1168.4375,36,0,-20
1168.75,18,0,-28
1169.0625,24,0,-48
1169.375,22,2,-34
1169.6875,42,0,-6
1170,28,2,-24
1170.3125,42,10,-34
1170.625,26,0,-28
1170.9375,18,2,-18
1171.25,20,6,-28
1171.5625,24,0,-30
1171.875,24,8,-22
1172.1875,52,0,-22
1172.5,34,2,-8
1172.8125,10,0,-38
1173.125,20,-4,-32
1173.4375,20,0,-14
1173.75,34,0,-34
1174.0625,28,14,-32
1174.375,14,2,-38
1174.6875,28,0,-30
1175,28,0,-30
1175.3125,44,-8,-20
1175.625,38,0,-22
1175.9375,34,4,-10
1176.25,24,-4,-20
1176.5625,24,-10,-26
1176.875,28,-4,-26
1177.1875,24,2,-24
1177.5,26,0,-30
1177.8125,30,-6,-26
1178.125,18,0,-30
1178.4375,20,2,-52
1178.75,26,12,-20
1179.0625,26,0,-20
1179.375,26,-4,-38
1179.6875,18,6,-28
1180,30,-8,0
1180.3125,38,2,-6
1180.625,26,0,-36
1180.9375,28,0,-36
1181.25,22,-8,-28
1181.5625,32,-6,-12
1181.875,36,0,-28
1182.1875,22,0,-38
1182.5,10,14,-30
1182.8125,38,14,-60
1183.125,16,0,-52
1183.4375,22,2,-32
1183.75,20,2,-36
1184.0625,30,0,-26
1184.375,32,0,-32
1184.6875,22,2,-46
1185,28,0,-34
1185.3125,38,4,-14
1185.625,16,8,-38
1185.9375,30,0,-42
1186.25,10,4,-48
1186.5625,26,-4,-28
1186.875,20,-6,-24
1187.1875,26,0,-34
1187.5,28,4,-28
1187.8125,26,2,-26
1188.125,20,-2,-34
1188.4375,24,-2,-28
1188.75,54,-8,-16
1189.0625,12,6,-54
1189.375,28,0,-28
1189.6875,6,28,-28
1190,22,-8,-28
1190.3125,38,-4,-38
1190.625,30,-6,-26
1190.9375,28,-4,-40
1191.25,22,2,-38
1191.5625,22,0,-24
1191.875,24,0,-38
1192.1875,10,8,-40
1192.5,28,-10,-26
1192.8125,54,-6,-56
1193.125,24,0,-32
